id;hip;hd;hr;gl;bf;proper;ra;dec;dist;pmra;pmdec;rv;mag;absmag;spect;ci;x;y;z;Xn;Yn;Zn;rarad;decrad;bayer;flam;con;comp;comp_primary;base;lum;var;var_min;var_max
88361;88635;165135;6746;;10Gam2Sgr;Nash;18.096803;-30.424091;29.7;-55.75;-181.53;22;2.98;0.616;K0III;0.981;0.648969;-25.602281;-15.040072;0.021850808;-0.862029663;-0.506399731;4.737732034;-0.531000564;Gam-2;10;Sgr;1;88361;;49.38556196;;;
88382;88657;165625;6765;;98    Her;;18.100528;22.218879;226.2443;-13.33;-5.26;-20;4.96;-1.813;M3IIIa+...;1.656;5.511553;-209.372067;85.553275;0.024361069;-0.925424716;0.378145549;4.738707152;0.387792599;;98;Her;1;88382;;462.5940048;;;
88439;88714;165024;6743;;The Ara;;18.11052;-50.091477;249.3766;-8.43;-9.26;3;3.65;-3.334;B2Ib;-0.101;4.628533;-159.924037;-191.28926;0.018560414;-0.641295282;-0.767069805;4.741323177;-0.874261202;The;;Ara;1;88439;;1877.586699;;;
88451;88726;165189;6749;;;;18.113858;-43.425216;41.841;9.49;-104.72;-6;4.92;1.812;A5V;0.255;0.905675;-30.374417;-28.761768;0.021645635;-0.725948639;-0.687406324;4.742197021;-0.757913;;;CrA;1;88451;;16.41345467;;;
88488;88765;165760;6770;;71    Oph;;18.121767;8.733867;83.612;9.79;30.24;-3;4.64;0.029;G8III-IV;0.951;2.634065;-82.600446;12.696067;0.031503433;-0.987901808;0.151845034;4.744267415;0.152434737;;71;Oph;1;88488;;84.80080989;;;
88494;88771;165777;6771;Wo 9615A;72    Oph;;18.122496;9.563847;26.6312;-61.6;79.71;-23.9;3.71;1.583;A4IVs;0.159;0.842022;-26.247342;4.424647;0.031617877;-0.985586155;0.166145236;4.744458289;0.166920622;;72;Oph;1;88494;Wo 9615;20.26749152;;;
88517;88794;166014;6779;;103Omi Her;;18.125708;28.762488;103.6269;-0.17;7.51;-30;3.84;-1.237;B9.5V;-0.018;2.989087;-90.792184;49.863048;0.028844702;-0.876144939;0.481178613;4.745299386;0.502000125;Omi;103;Her;1;88517;;272.1447746;Omi;3.852;3.832
88562;88839;165634;6766;;;;18.134716;-28.457093;103.9501;24.77;-31.59;-5;4.55;-0.534;K0IIICNpvar;0.938;3.222545;-91.333373;-49.532254;0.031000884;-0.878627082;-0.476500302;4.747657529;-0.496669968;;;Sgr;1;88562;;142.4295165;;;
88589;88866;165040;6745;;Pi  Pav;;18.143;-63.668553;39.8565;17.45;-207.64;-16;4.33;1.328;Am;0.228;0.66171;-17.666424;-35.720985;0.016602311;-0.443250762;-0.896239886;4.749826359;-1.11122588;Pi;;Pav;1;88589;;25.6330332;;;
88610;88886;166182;6787;;102    Her;;18.14597;20.814557;280.8989;-2.71;-6.2;-15;4.37;-2.873;B2IV;-0.164;10.031459;-262.374329;99.815819;0.035711991;-0.934052533;0.355344286;4.750603761;0.36328255;;102;Her;1;88610;;1228.004618;;;
88835;89112;166063;6783;;Eps Tel;;18.187157;-45.954418;128.2051;-16.28;-37.26;-26;4.52;-1.02;G5III;1.009;4.365484;-89.024955;-92.151983;0.034050783;-0.694394802;-0.718785626;4.761386673;-0.802055892;Eps;;Tel;1;88835;;222.8435149;;;
88876;89153;166464;6801;;11    Sgr;;18.19537;-23.701235;78.4929;7.82;-27.75;4;4.96;0.486;K0III;1.055;3.674512;-71.778373;-31.55161;0.046813304;-0.914456887;-0.401967694;4.76353676;-0.41366459;;1;Sgr;1;88876;;55.66727982;;;
88895;89172;167006;6815;;104    Her;;18.198377;31.40535;166.9449;-14.46;25.21;-0.3;4.96;-1.153;M3III;1.643;7.396773;-142.29571;86.993204;0.044306672;-0.852351345;0.521089317;4.76432404;0.548126753;;104;Her;1;88895;;251.8836628;V669;5.006;4.906
89064;89341;166937;6812;;13Mu  Sgr;;18.229392;-21.058834;100000;1.72;-1.39;-6;3.84;-16.16;B2III:;0.195;5600.996443;-93152.9614;-35932.6399;0.056009964;-0.931529614;-0.359326399;4.772443549;-0.367545984;Mu;13;Sgr;1;89064;;253512863;Mu;3.928;3.808
89071;89348;168151;6850;Gl 708.1;36    Dra;;18.231545;64.397287;22.92;351.62;36.05;-36.1;4.99;3.189;F5V;0.44;0.600206;-9.886041;20.669241;0.026186998;-0.431328141;0.901799346;4.77300743;1.123944685;;36;Dra;1;89071;;4.617426595;;;
89364;89642;167618;6832;;Eta Sgr;;18.293793;-36.761686;44.7427;-129.27;-166.61;1;3.1;-0.154;M2III;1.582;2.754228;-35.738834;-26.777975;0.061557036;-0.798763463;-0.598488133;4.789303727;-0.641612458;Eta;;Sgr;1;89364;;100.3690931;Eta;3.119;3.069
89400;89678;167818;6842;;;;18.300886;-27.042641;233.6449;4.48;-2.76;-17;4.66;-2.183;K3III;1.629;16.375476;-207.454698;-106.227399;0.070087025;-0.887905955;-0.45465319;4.791160815;-0.471983127;;;Sgr;1;89400;;650.4291551;;;
89548;89826;168775;6872;;1Kap Lyr;;18.331031;36.064547;77.1605;-16.14;41.32;-22;4.33;-0.107;K2IIIvar;1.162;5.398691;-62.138782;45.423984;0.06996703;-0.80531855;0.588694786;4.799052699;0.629445094;Kap;1;Lyr;1;89548;;96.11695415;;;
89583;89861;168720;6868;;106    Her;;18.338309;21.961297;120.1923;17.51;-59.29;-33;4.92;-0.479;M1III;1.594;9.859953;-111.033545;44.949429;0.082034814;-0.923799154;0.373979273;4.800958165;0.383296936;;106;Her;1;89583;;135.3941811;;;
89630;89908;170000;6920;;43Phi Dra;;18.345955;71.337814;92.8505;-5.91;35.79;-16;4.22;-0.619;A0p (Si);-0.093;2.687254;-29.589204;87.96844;0.028941729;-0.318675764;0.947420208;4.802959761;1.245079739;Phi;43;Dra;1;89630;;154.0281148;Phi;4.23;4.2
89640;89918;168656;6866;;74    Oph;;18.347795;3.377165;79.8722;1.71;8.45;5;4.85;0.338;G8III;0.911;7.249918;-79.403247;4.705156;0.090768978;-0.994128708;0.058908556;4.803441573;0.058942651;;74;Oph;1;89640;;63.79696227;;;
89653;89931;168454;6859;;19Del Sgr;Kaus Meridionalis;18.3499;-29.828103;106.6098;29.96;-26.38;-20;2.72;-2.419;K3III;1.38;8.460232;-92.098382;-53.027575;0.079356982;-0.863882889;-0.497398691;4.803992513;-0.52059861;Del;19;Sgr;1;89653;;808.3510374;;;
89660;89937;170153;6927;Gl 713A;44Chi Dra;;18.350736;72.732843;8.0574;531.08;-351.59;32;3.55;4.019;F7Vvar;0.489;0.219434;-2.381656;7.694536;0.027233847;-0.295586169;0.954965125;4.804211383;1.269427584;Chi;44;Dra;1;89660;Gl 713;2.14980961;;;
89684;89962;168723;6869;Gl 711;58Eta Ser;;18.355167;-2.898825;18.5426;-547.57;-700.72;6.9;3.23;1.889;K0III-IV;0.941;1.719456;-18.438938;-0.937748;0.092730038;-0.994409522;-0.050572627;4.805371473;-0.050594042;Eta;58;Ser;1;89684;;15.28973647;;;
89819;90098;168339;6855;;Xi  Pav;;18.387117;-61.493901;143.6782;0.53;1.7;12;4.35;-1.437;M1III SB;1.462;6.937554;-68.218953;-126.259656;0.048285363;-0.474803784;-0.878766967;4.813735943;-1.073271039;Xi;;Pav;1;89819;;327.1899836;;;
89856;90135;169156;6884;;Zet Sct;;18.394329;-8.934383;63.3714;51.89;52.29;-6;4.66;0.651;K0III;0.932;6.451297;-62.269156;-9.841775;0.101801396;-0.982606602;-0.155303102;4.815624041;-0.155934405;Zet;;Sct;1;89856;;47.81894607;;;
89860;90139;169414;6895;;109    Her;;18.394967;21.769752;36.4697;195.54;-242.92;-58;3.85;1.04;K2III;1.168;3.495833;-33.687362;13.525603;0.09585582;-0.923708229;0.370872341;4.815791066;0.37995385;;109;Her;1;89860;;33.419504;;;
89877;90156;170073;6923;;39    Dra;;18.398507;58.800736;56.4653;-37.64;62.08;-15;4.98;1.221;A3V;0.082;3.046033;-29.090824;48.29866;0.053945219;-0.515198255;0.855368873;4.816717991;1.026266446;;39;Dra;1;89877;;28.28785388;;;
89906;90185;169022;6879;;20Eps Sgr;Kaus Australis;18.402868;-34.384616;43.9367;-39.61;-124.05;-15;1.79;-1.424;B9.5III;-0.031;3.817188;-36.057831;-24.812975;0.08687926;-0.820676815;-0.564743711;4.817859453;-0.600124762;Eps;20;Sgr;1;89906;;323.2957534;;;
90010;90289;169420;6896;;21    Sgr;;18.422511;-20.541679;125.7862;8.26;-28.72;-12;4.81;-0.688;A1/A2V;1.31;13.002383;-117.068408;-44.136913;0.103368915;-0.930693574;-0.350888357;4.82300215;-0.358519931;;21;Sgr;1;90010;;164.1345467;;;
90065;90344;170693;6945;;42    Dra;;18.433069;65.56348;96.5251;106.52;-27.07;32;4.82;-0.103;K2III;1.179;4.51784;-39.674686;87.878659;0.046804821;-0.411029732;0.910422874;4.825766292;1.144298602;;42;Dra;1;90065;;95.7634977;;;
90143;90422;169467;6897;;Alp Tel;;18.449561;-45.968459;85.1789;-16.68;-53.33;-0.2;3.49;-1.162;B3IV;-0.179;6.951907;-58.794382;-61.23999;0.081615365;-0.690245847;-0.718957277;4.830083836;-0.802300957;Alp;;Tel;1;90143;;253.9802814;;;
90217;90496;169916;6913;Gl 713.1;22Lam Sgr;Kaus Borealis;18.466179;-25.4217;23.9693;-44.81;-186.29;-43.2;2.82;0.922;K1IIIb;1.025;2.635486;-21.487046;-10.289309;0.109952564;-0.89644028;-0.429270317;4.834434275;-0.443692368;Lam;22;Sgr;1;90217;;37.25632385;;;
90288;90568;169767;6905;;Zet Tel;;18.480505;-49.070588;38.6997;137.9;-229.14;-31;4.1;1.161;G8/K0III;0.995;3.180986;-25.152757;-29.238082;0.082196658;-0.64994708;-0.755511852;4.838184773;-0.856443323;Zet;;Tel;1;90288;;29.89509928;;;
90315;90595;170296;6930;;Gam Sct;;18.486626;-14.565813;97.9432;3.07;-3.48;-41;4.67;-0.285;A1IV/V;0.076;12.044075;-94.026655;-24.631831;0.122969997;-0.960012078;-0.251490976;4.83978737;-0.254221402;Gam;;Sct;1;90315;;113.2400363;;;
90515;90797;169978;6916;;Nu  Pav;;18.522896;-62.278302;134.5895;-0.96;-45.59;59;4.63;-1.015;B8III;-0.116;8.543936;-62.022507;-119.141451;0.063481445;-0.460827234;-0.885220994;4.849282854;-1.08696142;Nu;;Pav;1;90515;;221.819642;Nu;4.642;4.602
90548;90830;170465;6934;;Del1Tel;;18.529287;-45.914814;216.9197;-3.77;-28.8;7;4.92;-1.761;B6IV;-0.101;20.84525;-149.470411;-155.81481;0.09609662;-0.689058721;-0.718306406;4.850956034;-0.801364672;Del-1;;Tel;1;90548;;440.9608165;;;
90623;90905;171635;6978;;45    Dra;;18.542923;57.045599;649.3506;0.32;-7.09;-12;4.77;-4.292;F7Ib;0.611;50.037861;-349.665988;544.872436;0.077058312;-0.538485662;0.839103615;4.854525858;0.995633525;;45;Dra;1;90623;;4537.326169;;;
90700;90982;170845;6951;;The CrA;;18.558383;-42.31251;170.9402;32.48;-21.03;-2;4.62;-1.544;G5III;0.994;18.41312;-125.059291;-115.072484;0.107716734;-0.731596728;-0.673173917;4.858573319;-0.73849261;The;;CrA;1;90700;;361.0771451;;;
90835;91117;171443;6973;;Alp Sct;;18.586785;-8.244073;61.0501;-18.98;-314.63;36;3.85;-0.078;K2III;1.317;9.245186;-59.708018;-8.754035;0.15143605;-0.978016711;-0.143391002;4.866008984;-0.143886216;Alp;;Sct;1;90835;;93.58365436;;;
90979;91262;172167;7001;Gl 721;3Alp Lyr;Vega;18.61564;38.783692;7.6787;201.02;287.46;-12.1;0.03;0.604;A0Vvar;-0.001;0.960565;-5.908009;4.809731;0.125094743;-0.769402243;0.626373084;4.873563096;0.676903116;Alp;3;Lyr;1;90979;;49.93441887;;;
91441;91726;172748;7020;;Del Sct;;18.704563;-9.052549;62.0732;7.87;2.02;-45;4.7;0.735;F2IIIp d Del;0.358;11.242967;-60.259791;-9.766549;0.181124334;-0.970785959;-0.157339222;4.89684313;-0.157996779;Del;;Sct;1;91441;;44.25883724;Del;4.783;4.613
91507;91792;171759;6982;;Zet Pav;;18.71726;-71.428113;66.9792;1.25;-158.29;-16;4.01;-0.12;K2III;1.134;3.982268;-20.957449;-63.491109;0.059455294;-0.312894884;-0.947922773;4.900167096;-1.246655756;Zet;;Pav;1;91507;;97.27472238;;;
91559;91845;173009;7032;;Eps Sct;;18.725348;-8.275215;165.0165;21.29;11.58;-11;4.88;-1.208;G8II;1.112;30.823598;-160.362815;-23.750503;0.186791006;-0.971798669;-0.14392805;4.902284623;-0.144429745;Eps;;Sct;1;91559;;264.9720099;;;
91632;91918;172910;7029;;;;18.738711;-35.641987;143.0615;1.21;-26.98;4;4.86;-0.918;B2V;-0.168;22.344567;-114.094971;-83.364626;0.156188541;-0.797523939;-0.582718803;4.905783105;-0.622070019;;;Sgr;1;91632;;202.8616717;;;
91633;91919;173582;7051;;4Eps1Lyr;;18.738984;39.670123;49.776;10.55;60.23;-31;4.67;1.185;F1V;0.17;7.366292;-37.5992;31.775155;0.14798883;-0.755368049;0.638362966;4.905854609;0.692374264;Eps-1;4;Lyr;1;91633;;29.24152378;;;
91639;91926;173607;7053;;5Eps2Lyr;;18.739661;39.612721;47.6872;5.83;51.83;-24;4.59;1.198;A8Vn;0.18;7.069425;-36.050085;30.404986;0.148245756;-0.755969841;0.637592184;4.906031743;0.691372416;Eps-2;5;Lyr;1;91639;;28.89348982;;;
91684;91971;173648;7056;;6Zet1Lyr;;18.746209;37.605115;47.8698;29.26;26.57;-26;4.34;0.94;Am;0.192;7.36169;-37.202578;29.210771;0.153785685;-0.77716176;0.610212932;4.90774607;0.656333068;Zet-1;6;Lyr;1;91684;;36.64375746;;;
91737;92024;172555;7012;;;;18.757465;-64.871259;28.547;32.67;-148.72;2;4.78;2.502;A7V;0.199;2.388256;-11.885013;-25.845211;0.08366049;-0.416331418;-0.905356465;4.910692938;-1.132217061;;;Pav;1;91737;;8.693606925;;;
91754;92041;173300;7039;;27Phi Sgr;;18.76094;-26.990778;73.3676;51.15;0.45;22;3.17;-1.158;B8.5III;-0.107;12.937936;-64.083559;-33.297761;0.176343999;-0.87345857;-0.453848306;4.911602514;-0.471077948;Phi;27;Sgr;1;91754;;253.0463049;;;
91756;92043;173667;7061;Gl 725.2;110    Her;;18.761035;20.546308;19.2086;-9.25;-335.65;22.3;4.19;2.773;F6V;0.483;3.560021;-17.631081;6.741603;0.185334746;-0.917874338;0.350967952;4.911627456;0.358600718;;110;Her;1;91756;;6.77329514;;;
91801;92088;173780;7064;;;;18.767911;26.66213;78.125;18.68;24.39;-17;4.83;0.366;K3III;1.199;13.941698;-68.411541;35.056839;0.178453734;-0.875667725;0.448727539;4.913427558;0.46534195;;;Lyr;1;91801;;62.17273893;;;
91874;92161;173880;7069;;111    Her;;18.783686;18.181519;28.8934;83.74;119.01;-45;4.34;2.036;A5III;0.148;5.592547;-26.87472;9.015438;0.193557941;-0.930133525;0.31202413;4.917557604;0.317327368;;111;Her;1;91874;;13.35365033;;;
91888;92175;173764;7063;;Bet Sct;;18.786242;-4.747867;280.8989;-7.71;-15.89;-22;4.22;-3.023;G5II...;1.087;57.215132;-274.025425;-23.250298;0.203685853;-0.975530431;-0.082771054;4.918226767;-0.082865917;Bet;;Sct;1;91888;;1409.937949;;;
92133;92420;174638;7106;;10Bet Lyr;Sheliak;18.834665;33.362667;294.9853;1.1;-4.46;-19;3.52;-3.829;A8:V comp SB;0.003;53.40884;-240.514817;162.223134;0.181055937;-0.815345093;0.549936332;4.930903799;0.582288386;Bet;10;Lyr;1;92133;;2962.101936;Bet;4.259;3.329
92225;92512;175306;7125;;47Omi Dra;;18.853348;59.388351;104.8218;77.56;25.43;-20;4.63;-0.472;K0II-III SB;1.185;11.825931;-52.050358;90.213524;0.112819385;-0.496560429;0.860637043;4.935794887;1.036522257;Omi;47;Dra;1;92225;;134.5240705;Omi;4.659;4.619
92319;92609;173948;7074;;Lam Pav;;18.870288;-62.187593;438.5965;-1.33;-13.53;9;4.22;-3.99;B2II-III;-0.15;46.22288;-199.350966;-387.929889;0.105388164;-0.454520193;-0.884480129;4.940229763;-1.085378259;Lam;;Pav;1;92319;;3435.579479;Lam;4.255;4.185
92399;92689;175535;7137;;;;18.887096;50.708221;139.8601;4.54;-27.75;8;4.92;-0.808;G8III;0.903;20.385014;-86.19141;108.242134;0.145752892;-0.616268757;0.773931479;4.944630045;0.885025422;;;Dra;1;92399;;183.3158429;;;
92471;92761;174974;7116;;32Nu 1Sgr;;18.902827;-22.744834;344.8276;2.95;-5.7;-12;4.86;-2.828;K1II;1.412;74.467326;-309.170538;-133.319898;0.215955237;-0.896594524;-0.386627689;4.948748514;-0.396972241;Nu-1;32;Sgr;1;92471;;1178.148406;;;
92492;92782;176524;7180;;52Ups Dra;;18.90661;71.297192;105.4852;48.59;42.11;-7;4.82;-0.296;K0III;1.151;7.953288;-32.876473;99.914948;0.075397193;-0.311669059;0.947193995;4.949738816;1.244370744;Ups;52;Dra;1;92492;;114.393145;;;
92502;92791;175588;7139;;12Del2Lyr;;18.908412;36.898613;225.7336;-6.73;3.26;-26;4.22;-2.548;M4IIvar;1.575;42.527743;-175.43781;135.530509;0.18839793;-0.777189616;0.600400246;4.950210793;0.644002287;Del-2;12;Lyr;1;92502;;910.3323997;Del-2;4.313;4.133
92527;92818;175492;7133;;113    Her;;18.912468;22.645076;144.7178;6.4;1.03;-24;4.57;-1.233;G4III+...;0.782;31.602936;-129.768194;55.719384;0.218376288;-0.896698222;0.385020944;4.951272542;0.395231136;;113;Her;1;92527;;271.1440009;;;
92564;92855;175191;7121;;34Sig Sgr;Nunki;18.92109;-26.296722;69.8324;13.87;-52.65;-11;2.05;-2.17;B2.5V;-0.134;14.950858;-60.794062;-30.937099;0.214096293;-0.870570996;-0.443019272;4.953529829;-0.458964384;Sig;34;Sgr;1;92564;;642.6877173;;;
92571;92862;175865;7157;;13    Lyr;;18.922249;43.946088;91.4077;19.94;80.6;-28;4.08;-0.725;M5IIIvar;1.397;15.73619;-63.903742;63.435052;0.172153878;-0.699106771;0.693979304;4.953833224;0.767003936;;13;Lyr;1;92571;;169.8243652;R;4.276;3.966
92654;92946;175638;7141;;63The1Ser;;18.936995;4.203595;47.4158;37.69;26.98;-46;4.62;1.24;A5V;0.161;11.483943;-45.872196;3.475585;0.242196546;-0.967445366;0.073300145;4.957693715;0.073366575;The-1;63;Ser;1;92654;;27.79713268;;4.694;4.394
92659;92951;175639;7142;;63The2Ser;;18.937401;4.202132;51.9481;52.42;31.17;-53;4.98;1.402;A5Vn;0.204;12.587009;-50.255684;3.806479;0.242299699;-0.967421022;0.073274653;4.95779997;0.073341047;The-2;63;Ser;1;92659;;23.94418173;;;
92723;93015;174694;7107;;Kap Pav;;18.949177;-67.233495;153.3742;-7.83;16.65;38;4.4;-1.529;F5Ib-II:;0.53;14.597349;-57.529297;-141.425058;0.095174736;-0.375091097;-0.922091577;4.960882851;-1.173445848;Kap;;Pav;1;92723;;356.1229809;Kap;4.811;3.931
92733;93026;175751;7149;;Eta Sct;;18.951019;-5.846314;62.0347;60.77;-40.9;-93;4.83;0.867;K1III;1.057;15.206379;-59.808358;-6.318797;0.245126985;-0.964111344;-0.101859072;4.961365249;-0.102037422;Eta;;Sct;1;92733;;39.19223225;;;
92793;93085;175775;7150;;37Xi 2Sgr;;18.962167;-21.106654;111.9821;34.91;-12.33;-20;3.52;-1.726;G8/K0II/III;1.151;26.037848;-101.172397;-40.325267;0.232517947;-0.903469367;-0.360104579;4.964283624;-0.368380611;Xi-2;37;Sgr;1;92793;;426.972594;;;
92855;93148;175510;7134;;Lam Tel;;18.974378;-52.938629;187.6173;11.53;-8.81;-2;4.85;-1.516;A0V;-0.051;28.531786;-109.412352;-149.716796;0.152074388;-0.583167714;-0.797990356;4.967480621;-0.923953374;Lam;;Tel;1;92855;;351.8843888;;;
92881;93174;175813;7152;;Eps CrA;;18.978721;-37.107357;30.1841;-132.25;-110.45;54;4.83;2.431;F3IV/V;0.396;6.100734;-23.286509;-18.210673;0.202117472;-0.771482635;-0.603320059;4.96861762;-0.647645555;Eps;;CrA;1;92881;;9.28111171;Eps;4.99;4.73
92902;93194;176437;7178;;14Gam Lyr;;18.982395;32.689557;190.1141;-2.76;1.77;-21;3.25;-3.145;B9III;-0.049;40.69872;-154.738921;102.67804;0.214075232;-0.813926589;0.540086401;4.969579453;0.570540407;Gam;14;Lyr;1;92902;;1577.61127;;;
92951;93244;176411;7176;;13Eps Aql;;18.993711;15.068298;47.5059;-52.68;-73.81;-48;4.02;0.636;K2III;1.082;11.79959;-44.328509;12.35001;0.248381569;-0.933115866;0.25996792;4.972541823;0.262991415;Eps;13;Aql;1;92951;;48.48417387;;;
92987;93279;176670;7192;;15Lam Lyr;;19.000229;32.145514;338.9831;6.13;9.75;-16;4.94;-2.711;K3III;1.465;74.302034;-277.232391;180.363117;0.219190969;-0.817835435;0.532071118;4.974248357;0.561045062;Lam;15;Lyr;1;92987;;1057.791322;;;
93136;93429;176678;7193;;12    Aql;;19.028008;-5.739115;44.1306;-24.15;-39.73;-44;4.02;0.796;K1IIIvar;1.079;11.675164;-42.328374;-4.412978;0.264559376;-0.959161534;-0.099998142;4.981520729;-0.10016645;;12;Aql;1;93136;;41.84080196;;;
93213;93506;176687;7194;;38Zet Sgr;;19.043532;-29.880105;27.0416;-14.1;3.66;22;2.6;0.44;A3IV;0.062;6.326274;-22.577554;-13.471863;0.233945994;-0.83491931;-0.498190307;4.985585012;-0.521506219;Zet;38;Sgr;1;93213;;58.07644175;;;
93248;93542;176638;7188;;Zet CrA;;19.051907;-42.095105;59.2066;55.74;-45.33;-13;4.74;0.878;A0Vn;-0.027;11.946382;-42.277742;-39.689849;0.201774498;-0.714071438;-0.670361902;4.987777576;-0.734698173;Zet;;CrA;1;93248;;38.79716573;;;
93388;93683;177241;7217;Wo 9641;39Omi Sgr;;19.07805;-21.741496;43.554;76.26;-58.08;27.2;3.76;0.565;K0III;1.012;11.267032;-38.85539;-16.133344;0.258691096;-0.892119897;-0.370421638;4.99462168;-0.379460683;Omi;39;Sgr;1;93388;;51.7606832;;;
93452;93747;177724;7235;NN 4095A;17Zet Aql;;19.090169;13.863478;25.4582;-7.04;-95.31;-25;2.99;0.961;A0Vn;0.014;6.95881;-23.716532;6.099966;0.273342577;-0.931587151;0.239607121;4.997794545;0.241963339;Zet;17;Aql;1;93452;NN 4095;35.94181463;;;
93510;93805;177756;7236;;16Lam Aql;;19.10415;-4.882554;37.9219;-19.68;-90.37;-12;3.43;0.536;B9Vn;-0.096;10.770638;-36.216543;-3.227659;0.284021581;-0.955029759;-0.085113325;5.001454653;-0.085216647;Lam;16;Aql;1;93510;;53.16183951;;;
93530;93825;177474;7226;Gl 743.1A;Gam CrA;;19.106971;-37.063437;17.304;96.93;-279.67;-53.2;4.23;3.039;F7IV-V;0.523;3.945759;-13.231884;-10.428815;0.228025832;-0.764671983;-0.602682328;5.00219334;-0.646879005;Gam;;CrA;1;93530;Gl 743.1;5.301515067;;;
93569;93864;177716;7234;Wo 9643;40Tau Sgr;;19.11567;-27.670423;37.2856;-50.79;-250.51;45.4;3.32;0.462;K1/K2III;1.169;9.508483;-31.623153;-17.31506;0.255017567;-0.84813314;-0.464390006;5.004470744;-0.482939986;Tau;40;Sgr;1;93569;;56.91149576;;;
93710;94005;177873;7242;;Del CrA;;19.139156;-40.496703;54.7345;48.05;-26.84;20;4.57;0.879;K1III;1.07;12.229963;-39.785308;-35.544936;0.223441577;-0.726878075;-0.649406426;5.010619274;-0.7068008;Del;;CrA;1;93710;;38.76144867;;;
93819;94114;178253;7254;;Alp CrA;;19.157869;-37.904474;38.432;85.73;-96.65;-18;4.11;1.187;A0/A1V;0.042;9.052029;-28.941534;-23.610478;0.235533644;-0.753058233;-0.614344244;5.015518362;-0.661557879;Alp;;CrA;1;93819;;29.18770848;;;
93846;94141;178524;7264;;41Pi  Sgr;Albaldah;19.162731;-21.023615;156.25;-1.17;-36.83;-10;2.88;-3.089;F2II/III;0.377;43.714239;-139.143552;-56.055078;0.27977113;-0.890518733;-0.358752499;5.016791345;-0.366931299;Pi;41;Sgr;1;93846;;1498.304211;;;
93865;94160;178345;7259;;Bet CrA;;19.167154;-39.340796;145.3488;5.89;-36.78;3;4.1;-1.712;K0II/IIICN.;1.163;33.816393;-107.204136;-92.141229;0.232656843;-0.737564644;-0.633931818;5.017949283;-0.686626422;Bet;;CrA;1;93865;;421.5023497;;;
94081;94376;180711;7310;;57Del Dra;;19.209225;67.661541;29.8686;94.49;92.3;25;3.07;0.694;G9III;0.99;3.534238;-10.788301;27.627312;0.118326202;-0.361192055;0.924961732;5.028963347;1.18091667;Del;57;Dra;1;94081;;45.96211447;;;
94186;94481;180163;7298;;20Eta Lyr;;19.229302;39.145968;425.5319;-1.59;-0.61;-8;4.43;-3.715;B2.5IV;-0.15;104.385585;-313.073293;268.637487;0.245306133;-0.735722264;0.631298117;5.034219531;0.683226033;Eta;20;Lyr;1;94186;;2666.858665;;;
94348;94643;179950;7292;;42Psi Sgr;;19.259007;-25.256682;91.4913;47.56;-31.16;-33;4.86;0.053;K0/K1III+..;0.569;26.782195;-78.290753;-39.036853;0.292729418;-0.855718008;-0.426672842;5.041996215;-0.440812267;Psi;42;Sgr;1;94348;;82.94686951;;;
94352;94648;181984;7352;;60Tau Dra;;19.259229;73.355468;44.8833;-116.6;104.25;-30;4.45;1.19;K3III;1.257;4.161675;-12.163752;43.002444;0.092722126;-0.271008415;0.958094525;5.042054449;1.280294438;Tau;60;Dra;1;94352;;29.10717118;;;
94408;94703;180554;7306;;1    Vul;;19.270289;21.390428;248.7562;0.73;-6.12;-17;4.76;-2.219;B4IV;-0.058;75.616041;-218.93028;90.726612;0.303976508;-0.880099792;0.364721008;5.044949827;0.373333394;;1;Vul;1;94408;;672.3571072;;;
94418;94713;180809;7314;;21The Lyr;;19.272804;38.133731;255.102;-0.49;1.23;-31;4.35;-2.684;K0II;1.258;65.631893;-189.618553;157.52507;0.257277062;-0.743304847;0.617498373;5.045608334;0.665559157;The;21;Lyr;1;94418;;1031.810635;;;
94484;94779;181276;7328;;1Kap Cyg;;19.28504;53.368459;38.0662;60.22;122.93;-29;3.8;0.897;K0III;0.95;7.497777;-21.43943;30.547504;0.196966784;-0.563214348;0.802483673;5.048811733;0.931455332;Kap;1;Cyg;1;94484;;38.12413511;;;
94525;94820;180540;7304;;43    Sgr;;19.293911;-18.952908;147.7105;-10.05;-10.64;15;4.88;-0.967;K0III;1.013;46.423708;-131.763665;-47.975072;0.314288476;-0.892039936;-0.32479121;5.05113409;-0.330790646;;43;Sgr;1;94525;;212.2266897;;;
94771;95066;181391;7333;;26    Aql;;19.342473;-5.415766;47.2813;113.42;44.83;-19;4.98;1.607;G8III-IV...;0.937;16.204706;-44.192747;-4.462499;0.342729705;-0.934677071;-0.094381902;5.063847695;-0.094522946;;26;Aql;1;94771;;19.82439763;;;
94786;95081;182564;7371;;58Pi  Dra;;19.344467;65.714531;70.1754;14.09;41.61;-29;4.6;0.369;A2IIIs;0.033;9.950368;-27.092377;63.965175;0.141792822;-0.386066585;0.911504245;5.064369537;1.146934938;Pi;58;Dra;1;94786;;62.00118642;;;
94873;95168;181577;7340;NN 4107;44Rho1Sgr;;19.361211;-17.847197;38.9257;-26.95;22.24;1.2;3.92;0.969;F0III/IV;0.228;12.926473;-34.724544;-11.929933;0.332080682;-0.892072435;-0.306479601;5.068753176;-0.311492358;Rho-1;44;Sgr;1;94873;;35.67795883;Rho-1;3.942;3.912
