id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
20833,20885,28307,1411,,77The1Tau,,4.476248,15.962181,47.3261,104.76,-15.01,40.0,3.840,0.464,G7III,0.952,17.673807,41.929015,13.014908,-0.00000650,0.00004645,0.00000794,1.1718790300446027,0.2785926082578362,0.0000005078908117500001,-0.000000072770533,The-1,77,Tau,1,20833,,56.8067574106772,,,
20837,20889,28305,1409,,74Eps Tau,,4.476943,19.180431,44.9640,107.23,-36.77,39.0,3.530,0.266,K0III,1.014,16.488448,39.136798,14.772771,-0.00000589,0.00004622,0.00000553,1.1720610098249595,0.3347616811725875,0.0000005198657096597222,-0.00000017826599,Eps,74,Tau,1,20837,,68.17105263058534,,,
20842,20894,28319,1412,,78The2Tau,,4.477705,15.870883,46.1042,108.66,-26.39,40.0,3.400,0.081,A7III,0.179,17.209733,40.871602,12.608233,-0.00000649,0.00004718,0.00000551,1.1722604464872712,0.2769991565046125,0.0000005267985452916667,-0.00000012794233,The-2,78,Tau,1,20842,,80.83510373900673,The-2,3.411,3.391
21008,21060,28873,1443,,Del Cae,,4.513916,-44.953749,215.9827,2.44,-2.48,14.0,5.070,-1.602,B2IV-V,-0.194,57.976821,141.423600,-152.599589,0.00000078,0.00000865,-0.00001195,1.181740552507721,-0.7845909392045662,0.000000011829453805555555,-0.000000012023379,Del,,Cae,1,21008,,380.89037649813514,,,
21228,21281,29305,1465,,Alp Dor,,4.566598,-55.044975,51.7063,58.06,12.73,26.0,3.300,-0.268,A0V:,-0.079,10.857822,27.562880,-42.378779,-0.00000700,0.00002194,-0.00001997,1.1955325219747006,-0.9607160429781663,0.00000028148282293055555,0.000000061716781,Alp,,Dor,1,21228,,111.48078033638414,Alp,3.313,3.273
21340,21393,29291,1464,,52Ups2Eri,,4.592512,-30.562341,65.5738,-48.92,-12.75,-4.0,3.810,-0.274,G8III,0.957,20.338212,52.673930,-33.342657,0.00001250,-0.00001081,-0.00000141,1.2023168237550403,-0.5334134848702601,-0.0000002371708525277778,-0.000000061813744,Ups-2,52,Eri,1,21340,,112.0985512875314,,,
21368,21421,29139,1457,Gl 171.1A,87Alp Tau,Aldebaran,4.598677,16.509301,20.4332,62.78,-189.36,54.5,0.870,-0.682,K5III,1.538,7.027220,18.287604,5.806661,0.00001528,0.00005709,-0.00000214,1.2039308112027507,0.2881416661221312,0.0000003043660286527778,-0.000000918043185,Alp,87,Tau,1,21368,Gl 171.1,163.23000728189953,Alp,0.888,0.858
21391,21444,29248,1463,,48Nu  Eri,,4.605317,-3.352459,207.0393,1.73,-4.54,15.0,3.930,-2.650,B2III SB,-0.210,73.800655,193.060106,-12.107266,0.00000375,0.00001468,-0.00000545,1.205669195388671,-0.05851144759223375,0.000000008387276673611112,-0.000000022010541,Nu,48,Eri,1,21391,,1000,Nu,3.979,3.859
21541,21594,29503,1481,Wo 9160A,53    Eri,,4.636340,-14.304020,33.6814,-77.86,-178.06,41.8,3.860,1.223,K1III,1.082,11.405856,30.579706,-8.321655,0.00002388,0.00002764,-0.00003873,1.2137910800855978,-0.24965224051834126,-0.0000003774759316805556,-0.000000863259239,,53,Eri,1,21541,Wo 9160,28.235793691102995,,,
21717,21770,29875,1502,Gl 174.1A,Alp Cae,,4.676039,-41.863752,20.1654,-141.18,-74.95,0.8,4.440,2.917,F2V,0.342,5.101798,14.124725,-13.457617,0.00001153,-0.00000871,-0.00000600,1.2241841699754006,-0.7306603174687137,-0.0000006844599542083333,-0.000000363367853,Alp,,Cae,1,21717,Gl 174.1,5.931984396649727,,,
21808,21861,29992,1503,Gl 176.1,Bet Cae,,4.700965,-37.144297,28.6697,46.90,193.14,26.8,5.040,2.753,F3V,0.391,7.623137,21.544405,-17.311611,0.00000655,0.00003805,0.00000485,1.2307097305541417,-0.6482902747700076,0.00000022737761618055552,0.000000936369142,Bet,,Cae,1,21808,,6.899220098440472,,,
22056,22109,30211,1520,,57Mu  Eri,,4.758375,-3.254657,160.0000,17.27,-13.51,9.0,4.010,-2.011,B5IV,-0.148,51.015593,151.376745,-9.083835,-0.00000995,0.00001242,-0.00001098,1.2457397376140729,-0.056804488110370005,0.00000008372732263194445,-0.000000065498328,Mu,57,Eri,1,22056,,555.1367774352115,Mu,4.031,4.001
22396,22449,30652,1543,Gl 178,1Pi 3Ori,,4.830669,6.961276,8.0684,463.44,11.62,24.4,3.190,3.656,F6V,0.484,2.413721,7.636770,0.977904,-0.00000983,0.00002903,0.00000348,1.2646661966795603,0.12149717993430376,0.000002246820521166667,0.000000056335349,Pi-3,1,Ori,1,22396,,3.003308878676558,,,
22456,22509,30739,1544,,2Pi 2Ori,,4.843534,8.900176,68.8231,-0.87,-31.57,24.0,4.350,0.161,A1Vn,0.010,20.273136,64.902011,10.647890,0.00000799,0.00002462,-0.00000661,1.2680341870935585,0.15533737176281748,-0.000000004217879020833333,-0.000000153055678,Pi-2,2,Ori,1,22456,,75.09309424540648,,,
22496,22549,30836,1552,,3Pi 4Ori,,4.853434,5.605104,322.5806,-3.62,1.03,23.0,3.680,-3.863,B2III SB,-0.157,94.925539,306.683598,31.506969,0.00001228,0.00002054,0.00000390,1.2706261564352666,0.097827518693825,-0.000000017550255236111113,0.00000000499358,Pi-4,3,Ori,1,22496,,3056.3282803659663,,,
22648,22701,31109,1560,,61Ome Eri,,4.881575,-5.452695,72.0461,-18.01,25.03,-6.0,4.360,0.072,A9IV,0.257,20.701060,68.667532,-6.846096,0.00000450,-0.00000687,0.00000929,1.2779933349942412,-0.09516748119744,-0.00000008731494386805557,0.000000121348864,Ome,61,Eri,1,22648,,81.50795556116014,,,
22730,22783,30614,1542,,9Alp Cam,,4.900836,66.342678,100000.0000,0.49,7.31,6.0,4.260,-15.740,O9.5Ia SB:,-0.008,11388.133562,38476.633833,91596.173902,-0.00114827,-0.00304264,0.00142758,1.2830359567863867,1.1578981650989502,0.000000002375587034722222,0.00000003543988,Alp,9,Cam,1,22730,,172186857.49860096,,,
22744,22797,31237,1567,,8Pi 5Ori,,4.904193,2.440672,411.5226,1.43,0.23,23.0,3.710,-4.362,B2III SB,-0.179,116.339905,394.346209,17.524650,0.00000391,0.00002333,0.00000146,1.2839148436623118,0.04259776275687125,0.0000000069328356319444435,0.000000001115071,Pi-5,8,Ori,1,22744,,4839.4944930166275,Pi-5,3.733,3.683
22818,22871,32440,1629,,Eta Men,,4.919765,-74.936852,204.9180,27.60,61.88,26.0,5.470,-1.088,K6III,1.518,14.860602,51.139446,-197.877239,-0.00000784,0.00007129,-0.00000970,1.2879915918250384,-1.3078947949763313,0.00000013380857583333335,0.000000300002705,Eta,,Men,1,22818,,237.24660151048099,,,
22904,22957,31421,1580,,9Omi2Ori,,4.939521,13.514466,57.0125,-77.77,-45.97,1.0,4.060,0.280,K2III,1.158,15.193314,53.311153,13.323302,0.00002176,-0.00000208,-0.00001211,1.2931635789035056,0.23587192389758002,-0.0000003770395993680555,-0.000000222868848,Omi-2,9,Ori,1,22904,,67.29766562843174,,,
22961,23015,31398,1577,,3Iot Aur,Hassaleh,4.949894,33.166090,151.2859,3.63,-18.54,18.0,2.690,-3.209,K3IIvar,1.490,34.378539,121.884168,82.763748,0.00000364,0.00002271,-0.00000131,1.2958792109889454,0.57885747451101,0.000000017598736604166667,-0.000000089884456,Iot,3,Aur,1,22961,,1673.4009068393123,,,
22987,23040,31278,1568,,7    Cam,,4.954780,53.752101,114.0251,-24.17,7.53,-8.0,4.430,-0.855,A1V,-0.017,18.219549,64.912267,91.957342,0.00001065,-0.00001150,-0.00000414,1.2971582466796674,0.9381511444316125,-0.00000011717946659027778,0.00000003650647,,7,Cam,1,22987,,191.4255925021086,,,
23069,23123,31767,1601,,10Pi 6Ori,,4.975806,1.714016,289.8551,-1.59,-7.93,14.0,4.470,-2.841,K2IIvar,1.369,76.757549,279.372806,8.669789,0.00000603,0.00001353,-0.00001071,1.3026629865502966,0.029915218599915,-0.000000007708537520833334,-0.000000038445724,Pi-6,10,Ori,1,23069,,1192.3396878859664,,,
23361,23416,31964,1605,,7Eps Aur,,5.032815,43.823308,653.5948,0.18,-2.31,-3.0,3.030,-6.047,F0Ia,0.537,118.129799,456.518488,452.573030,0.00000016,0.00000291,-0.00000741,1.3175878916358155,0.7648610190070351,0.000000000872664625,-0.000000011199196,Eps,7,Aur,1,23361,,22845.464885518246,Eps,3.085,2.935
23398,23453,32068,1612,,8Zet Aur,,5.041301,41.075837,240.9639,8.88,-21.43,13.0,3.690,-3.220,K4II comp,1.154,45.114162,175.957014,158.327189,-0.00000347,0.00002822,-0.00001013,1.3198096307002298,0.7169086049137537,0.00000004305145483333334,-0.000000103895571,Zet,8,Aur,1,23398,,1690.440931643265,Zet,3.716,3.676
23412,23467,33285,1677,,Bet Men,,5.045279,-71.314300,243.3090,-3.54,10.68,-11.0,5.300,-1.631,G8III,0.996,19.281162,75.528226,-230.484154,0.00000611,0.00000704,0.00001469,1.3208508358289623,-1.2446693389416164,-0.000000017162404291666668,0.000000051778101,Bet,,Men,1,23412,,391.20103938735105,,,
23467,23522,31910,1603,,10Bet Cam,,5.056970,60.442245,267.3797,-6.11,-14.78,-2.0,4.030,-3.106,G0Ib,0.921,32.233956,127.899195,232.582593,0.00001151,0.00001325,-0.00001123,1.323911770806486,1.0549161900147164,-0.000000029622115881944445,-0.000000071655461,Bet,10,Cam,1,23467,,1521.9486509036522,,,
23552,23607,32549,1638,,11    Ori,,5.076153,15.404105,111.9821,18.40,-30.99,17.0,4.650,-0.596,A0p Si,-0.064,25.857529,104.817125,29.745307,-0.00000461,0.00002300,-0.00001160,1.3289336205500257,0.26885235436710875,0.00000008920571722222221,-0.000000150243759,,11,Ori,1,23552,,150.79953418017894,V1032,4.666,4.636
23630,23685,32887,1654,,2Eps Lep,,5.091018,-22.371032,65.4022,19.27,-72.35,1.0,3.190,-0.888,K4III,1.460,14.257014,58.775516,-24.892270,-0.00000777,-0.00000613,-0.00002160,1.3328252864564671,-0.3904481741735988,0.00000009342359624305556,-0.000000350762697,Eps,2,Lep,1,23630,,197.33312795365026,,,
23638,23693,33262,1674,Gl 189,Zet Dor,,5.091853,-57.472704,11.6455,-31.87,117.42,-2.4,4.710,4.379,F7V,0.526,1.474776,6.085643,-9.818715,0.00000275,0.00000373,0.00000563,1.33304406603645,-1.0030879109030486,-0.00000015451011999305556,0.000000569268223,Zet,,Dor,1,23638,,1.543121065657792,,,
23712,23767,32630,1641,,10Eta Aur,,5.108580,41.234474,74.6269,30.60,-68.41,7.0,3.180,-1.184,B3V,-0.148,12.978524,54.599524,49.189770,-0.00000575,0.00002367,-0.00001389,1.3374230330886296,0.7196773429659176,0.00000014835298625,-0.000000331661038,Eta,10,Aur,1,23712,,259.1791134615946,,,
23820,23875,33111,1666,Wo 9175,67Bet Eri,Cursa,5.130829,-5.086446,27.3973,-83.39,-75.44,-9.2,2.780,0.591,A3IIIvar,0.161,6.156194,26.585876,-2.429001,0.00000848,-0.00001249,-0.00000915,1.3432479534963782,-0.0887752322551,-0.00000040428612821527783,-0.00000036574344,Bet,67,Eri,1,23820,,50.53589947531675,,,
23955,24010,33276,1676,,15    Ori,,5.161654,15.597232,165.0165,-7.12,-16.14,30.0,4.810,-1.278,F2IV,0.313,34.604537,155.127325,44.368602,0.00001275,0.00003099,-0.00000419,1.351317913961077,0.27222305732188,-0.00000003451873405555556,-0.000000078248928,,15,Ori,1,23955,,282.6181179810158,,,
24249,24305,33904,1702,,5Mu  Lep,,5.215528,-16.205468,57.0125,45.66,-16.13,28.0,3.290,-0.490,B9IV: HgMn,-0.110,11.164848,53.596933,-15.911275,-0.00000700,0.00002828,-0.00001227,1.365421956951857,-0.28283877625390247,0.00000022136592654166666,-0.000000078200446,Mu,5,Lep,1,24249,,136.77288255958496,Mu,3.298,3.278
24378,24436,34085,1713,,19Bet Ori,Rigel,5.242298,-8.201640,264.5503,1.87,-0.56,21.0,0.180,-6.933,B8Ia,-0.030,51.601106,256.709905,-37.740051,0.00000182,0.00002121,-0.00000377,1.3724303693276385,-0.143145630755865,0.00000000906601582638889,-0.000000002714956,Bet,19,Ori,1,24378,,51665.42425669497,,,
24549,24608,34029,1708,Gl 194A,13Alp Aur,Capella,5.278150,45.997991,13.1234,75.52,-427.13,22.2,0.080,-0.510,M1: comp,0.795,1.712633,8.954439,9.440007,0.00000192,0.00003559,-0.00000254,1.381816412648801,0.8028163926341112,0.00000036613129155555555,-0.000002070784673,Alp,13,Aur,1,24549,Gl 194,139.3156802945302,,,
24599,24659,34642,1743,,Omi Col,,5.291411,-34.895207,32.4465,93.71,-336.53,21.0,4.810,2.254,K0/K1III/IV,0.987,4.908599,26.156164,-18.562012,-0.00001682,-0.00000973,-0.00005570,1.3852880412903754,-0.6090362640054412,0.00000045431890004861105,-0.000001631543479,Omi,,Col,1,24599,,10.924460532267922,,,
24614,24674,34503,1735,,20Tau Ori,,5.293442,-6.844409,151.5152,-15.31,-9.57,20.0,3.590,-2.312,B5III,-0.115,27.668638,147.869248,-18.056628,0.00001463,0.00001707,-0.00000942,1.3858197865314732,-0.11945747897085375,-0.00000007422497449305557,-0.000000046396669,Tau,20,Ori,1,24614,,732.4871326650403,,,
25218,25281,35411,1788,,28Eta Ori,,5.407949,-2.397146,299.4012,-0.54,-3.21,20.0,3.350,-4.031,B1V + B2,-0.240,46.180743,295.553220,-12.522729,0.00000390,0.00001988,-0.00000551,1.4157977590925537,-0.04183809417204125,-0.000000002617993875,-0.000000015562519,Eta,28,Ori,1,25218,,3567.7958828856267,Eta,3.589,3.319
25273,25336,35468,1790,,24Gam Ori,Bellatrix,5.418851,6.349702,77.3994,-8.75,-13.28,18.0,1.640,-2.804,B2III,-0.224,11.658576,76.036136,8.560120,0.00000610,0.00001813,-0.00000292,1.418651833814526,0.11082320964651,-0.000000042421197048611115,-0.000000064383256,Gam,24,Ori,1,25273,,1152.3913771994878,,,
25364,25428,35497,1791,,112Bet Tau,Alnath,5.438198,28.607450,41.0509,23.28,-174.22,9.0,1.650,-1.417,B7III,-0.130,5.281578,35.650400,19.655456,-0.00000097,0.00002509,-0.00002603,1.4237168085654672,0.4992941923790525,0.00000011286462483333334,-0.000000844642394,Bet,112,Tau,1,25364,,321.21809339879854,,,
25542,25606,36079,1829,,9Bet Lep,Nihal,5.470756,-20.759441,49.1642,-5.03,-85.92,-14.0,2.810,-0.648,G5II,0.807,6.349344,45.531613,-17.425966,-0.00000166,-0.00002061,-0.00001407,1.4322406986213787,-0.3623205948292475,-0.000000024386128131944448,-0.000000416551914,Bet,9,Lep,1,25542,,158.1976398601154,,,
25794,25859,36597,1862,,Eps Col,,5.520209,-35.470519,80.7103,28.36,-34.11,-5.0,3.860,-0.675,K1II/III,1.130,8.234768,65.213718,-46.834868,-0.00001250,-0.00001043,-0.00000790,1.4451873070651484,-0.6190773399870275,0.00000013749315980555556,-0.000000165369946,Eps,,Col,1,25794,,162.18100973589299,,,
25853,25918,37763,1953,,Gam Men,,5.531318,-76.340964,31.3578,143.20,287.75,57.0,5.180,2.698,K4III,1.130,0.906183,7.349405,-30.471440,-0.00001472,0.00005851,-0.00004632,1.4480957037154174,-1.3324011743005564,0.0000006942531905555556,0.000001395051365,Gam,,Men,1,25853,,7.25771650267428,,,
25865,25930,36486,1852,,34Del Ori,Mintaka,5.533445,-0.299092,212.3142,1.67,0.56,16.0,2.250,-4.385,O9.5II,-0.175,25.868117,210.729667,-1.108306,0.00000029,0.00001645,0.00000049,1.4486524168433992,-0.005220140244135,0.000000008096388465277777,0.000000002714956,Del,34,Ori,1,25865,,4943.106869868354,Del,2.334,2.234
25920,25985,36673,1865,,11Alp Lep,Arneb,5.545504,-17.822289,680.2721,3.27,1.54,24.0,2.580,-6.583,F0Ib,0.211,76.877195,643.047236,-208.208000,-0.00000775,0.00002603,-0.00000268,1.4518096517173142,-0.3110576146713625,0.000000015853407354166667,0.00000000746613,Alp,11,Lep,1,25920,,37428.29122408052,,,
26004,26069,37350,1922,,Bet Dor,,5.560421,-62.489825,308.6420,1.06,12.56,7.0,3.760,-3.687,F6Ia,0.640,16.370231,141.620663,-273.743541,0.00000072,0.00002002,0.00000233,1.4557149089664687,-1.0906531991897674,0.000000005139025013888889,0.000000060892598,Bet,,Dor,1,26004,,2598.962421108662,Bet,4.087,3.407
26142,26207,36861,1879,,39Lam Ori,,5.585633,9.934158,336.7003,-1.03,-1.86,34.0,3.390,-4.246,O...,-0.160,35.907504,329.702779,58.086365,0.00000544,0.00003439,0.00000301,1.462315173306167,0.17338377209657752,-0.000000004993580909722223,-0.000000009017534,Lam,39,Ori,1,26142,,4349.106072324538,,,
26176,26241,37043,1899,,44Iot Ori,Hatsya,5.590551,-5.909901,714.2857,2.27,-0.62,22.0,2.750,-6.519,O9III,-0.210,76.014147,706.411475,-73.546040,-0.00000544,0.00002287,-0.00000445,1.4636027422961173,-0.10314723630113501,0.00000001100527054861111,-0.000000003005844,Iot,44,Ori,1,26176,,35285.8025828527,,,
26246,26311,37128,1903,,46Eps Ori,Alnilam,5.603559,-1.201920,606.0606,1.49,-1.06,26.0,1.690,-7.223,B0Ia,-0.184,62.775122,602.666910,-12.712683,-0.00000161,0.00002683,-0.00000367,1.4670083872075836,-0.02097745796646875,0.000000007223723840277778,-0.000000005139025,Eps,46,Ori,1,26246,,67483.87308707573,Eps,1.717,1.667
26386,26451,37202,1910,,123Zet Tau,,5.627413,21.142549,136.4256,2.39,-18.04,20.0,2.970,-2.704,B4IIIp,-0.148,12.391949,126.637551,49.207351,0.00000070,0.00002342,-0.00000375,1.4732531913866609,0.3690070937216137,0.000000011587046965277778,-0.000000087460387,Zet,123,Tau,1,26386,,1050.9934271862176,Zet,3.032,2.902
26484,26549,37468,1931,,48Sig Ori,,5.645769,-2.600069,328.9474,4.61,-0.40,29.0,3.770,-3.816,O9.5V...,-0.190,30.430713,327.196967,-14.922443,-0.00000458,0.00003015,-0.00000198,1.4780588365617184,-0.0453797619684725,0.000000022349910673611113,-0.000000001939254,Sig,48,Ori,1,26484,,2926.846862378789,,,
26569,26634,37795,1956,,Alp Col,Phakt,5.660817,-34.074108,80.1282,-0.10,-24.05,35.0,2.650,-1.869,B7IV,-0.120,5.885917,66.110037,-44.893180,0.00000220,0.00002432,-0.00002779,1.4819983267578802,-0.5947053712297875,-0.0000000004848136805555554,-0.00000011659769,Alp,,Col,1,26569,,487.07966649253666,,,
26662,26727,37742,1948,,50Zet Ori,Alnitak,5.679313,-1.942572,225.7336,3.99,2.54,18.0,1.740,-5.028,O9.5Ib SB,-0.199,18.918488,224.809409,-7.651875,-0.00000280,0.00001879,0.00000215,1.4868406872605762,-0.03390428125016375,0.000000019344065854166667,0.000000012314267,Zet,50,Ori,1,26662,,8937.169608501978,,,
27006,27072,38393,1983,Gl 216A,13Gam Lep,,5.741057,-22.448382,8.9270,-292.42,-368.45,-9.7,3.590,3.836,F7V,0.481,0.558889,8.231515,-3.408750,0.00001159,-0.00001608,-0.00001095,1.503005147193559,-0.3917981800900525,-0.0000014176921646805558,-0.000001786296006,Gam,13,Lep,1,27006,Gl 216,2.5444856151466353,,,
27034,27100,39014,2015,,Del Dor,,5.746223,-65.735526,45.8716,-28.38,6.12,-3.0,4.340,1.032,A7V,0.217,1.251539,18.809293,-41.819199,0.00000630,-0.00000044,0.00000336,1.5043576380864279,-1.1473013613822762,-0.00000013759012254166666,0.000000029670597,Del,,Dor,1,27034,,33.666657436862266,,,
27220,27288,38678,1998,Gl 217.1,14Zet Lep,,5.782595,-14.821950,21.6076,-14.84,-1.18,16.3,3.550,1.877,A2Vann,0.104,1.188275,20.854933,-5.527610,0.00000247,0.00001597,-0.00000438,1.5138797624694358,-0.25869182905700877,-0.00000007194635019444445,-0.000000005720801,Zet,14,Lep,1,27220,,15.459662193866743,,,
27253,27321,39060,2020,Gl 219,Bet Pic,,5.788079,-51.066514,19.4401,4.65,81.96,20.0,3.850,2.407,A3V,0.171,0.677437,12.197820,-15.122127,0.00000061,0.00001886,-0.00001106,1.5153156552585663,-0.891278807158695,0.000000022543836145833336,0.000000397353292,Bet,,Pic,1,27253,,9.488553267278009,,,
27298,27366,38771,2004,,53Kap Ori,Saiph,5.795941,-9.669605,198.4127,1.55,-1.20,21.0,2.070,-4.418,B0.5Iavar,-0.168,10.444137,195.314937,-33.326707,-0.00000037,0.00002103,-0.00000475,1.5173738927528553,-0.168766439905435,0.000000007514612048611112,-0.000000005817764,Kap,53,Ori,1,27298,,5095.654806081146,,,
27461,27530,39523,2042,,Gam Pic,,5.830451,-56.166663,54.2005,81.61,-71.77,16.0,4.500,0.830,K1III,1.075,1.339002,30.148060,-45.022342,-0.00002171,-0.00000560,-0.00002409,1.5264085559938911,-0.9802931985693075,0.0000003956564447013889,-0.000000347950778,Gam,,Pic,1,27461,,40.55085354483837,,,
27559,27628,39425,2040,,Bet Col,,5.849329,-35.768309,26.7308,55.74,404.68,89.0,3.120,0.985,K1.5III,1.146,0.855327,21.672805,-15.624858,-0.00000310,0.00010471,-0.00001066,1.5313508145575236,-0.6242747529899825,0.0000002702351455416667,0.000001961944002,Bet,,Col,1,27559,,35.15604405282981,,,
27585,27654,39364,2035,,15Del Lep,,5.855357,-20.879089,34.8675,228.96,-647.96,99.0,3.760,1.048,G8III/IV,0.984,1.233354,32.555386,-12.426988,-0.00003657,0.00005700,-0.00013841,1.5329289597572762,-0.364408841238835,0.000001110029403,-0.000003141398724,Del,15,Lep,1,27585,,33.17416496945389,,,
27604,27673,39003,2012,,32Nu  Aur,,5.858166,39.148480,70.6215,8.48,0.39,10.0,3.970,-0.275,K0III,1.132,2.033173,54.730173,44.585685,-0.00000261,0.00000795,0.00000656,1.533664268731751,0.6832698775442637,0.00000004111220011111111,0.000000001890773,Nu,32,Aur,1,27604,,112.20184543019641,,,
27821,27890,40409,2102,Gl 224.1,,,5.901658,-63.089627,26.2467,120.11,573.43,25.1,4.650,2.555,K1III/IV,1.022,0.305734,11.875322,-23.404792,-0.00001330,0.00007705,0.00001013,1.5450505462099775,-1.10112171641298,0.0000005823097117152777,0.000002780067088,,,Dor,1,27821,,8.279421637123338,,,
27844,27913,39587,2047,Gl 222A,54Chi1Ori,,5.906386,20.276174,8.6633,-163.17,-98.92,-13.4,4.390,4.702,G0V,0.594,0.199145,8.123910,3.002187,0.00000657,-0.00001158,-0.00000865,1.5462881741332775,0.353886004695195,-0.0000007910704825625,-0.000000479577692,Chi-1,54,Ori,1,27844,Gl 222,1.1460405911366023,Chi-1,4.409,4.379
27919,27989,39801,2061,,58Alp Ori,Betelgeuse,5.919529,7.407063,152.6718,27.33,10.86,21.0,0.450,-5.469,M2Ib,1.500,3.189296,151.364387,19.682142,-0.00001980,0.00002068,0.00001074,1.5497291183713153,0.12927763169419373,0.0000001324995788958333,0.000000052650765,Alp,58,Ori,1,27919,,13415.28798266127,Alp,0.571,0.281
28032,28103,40136,2085,Gl 225,16Eta Lep,,5.940082,-14.167700,14.8787,-42.23,139.02,-1.4,3.710,2.847,F1V,0.337,0.226289,14.424355,-3.641720,0.00000306,0.00000102,0.00001007,1.5551097155528486,-0.2472730146051925,-0.0000002047368172986111,0.000000673987978,Eta,16,Lep,1,28032,,6.327031548665008,,,
28127,28199,40494,2106,,Gam Col,,5.958947,-35.283280,266.6667,-2.65,11.19,24.0,4.360,-2.770,B2.5IV,-0.165,2.339512,217.669281,-154.031992,0.00000373,0.00002835,-0.00000237,1.5600487555838278,-0.6158094003068124,-0.000000012847562534722223,0.00000005425065,Gam,,Col,1,28127,,1116.863247780561,,,
28256,28328,40808,2120,,Eta Col,,5.985778,-42.815135,144.7178,18.53,-11.45,17.0,3.960,-1.843,K0III,1.146,0.395224,106.157169,-98.355400,-0.00001297,0.00000734,-0.00001771,1.5670730510647812,-0.7472650817227025,0.00000008983597500694445,-0.000000055511166,Eta,,Col,1,28256,,475.55417631520834,,,
28287,28358,40035,2077,,33Del Aur,,5.992111,54.284656,38.6399,86.31,-134.05,8.0,3.720,0.785,K0III,1.010,0.046526,22.556370,31.372845,-0.00001612,0.00002520,-0.00000801,1.5687310663735172,0.9474459814385425,0.0000004184426876875,-0.000000649892738,Del,33,Aur,1,28287,,42.26686142656028,,,
28288,28360,40183,2088,NN 3375,34Bet Aur,Menkalinan,5.992149,44.947433,24.8694,-56.41,-0.88,-19.4,1.900,-0.078,A2V,0.077,0.036195,17.601288,17.569058,0.00000677,-0.00001398,-0.00001409,1.5687409450202745,0.78448069066935,-0.00000027348339720138883,-0.00000000426636,Bet,34,Aur,1,28288,,93.58365435835302,Bet,1.967,1.897
28309,28380,40312,2095,,37The Aur,,5.995351,37.212585,50.7614,42.09,-73.61,30.0,2.650,-0.878,A0p Si,-0.083,0.049188,40.426416,30.699340,-0.00001031,0.00003540,0.00000413,1.5695791535081838,0.6494821333756875,0.00000020405807814583332,-0.00000035687135,The,37,Aur,1,28309,,195.52396696208865,The,2.66,2.63
28543,28614,40932,2124,,61Mu  Ori,,6.039722,9.647276,47.5059,14.19,-37.44,45.0,4.120,0.736,Am...,0.170,-0.487031,46.831940,7.961214,-0.00000375,0.00004678,-0.00000079,1.5811954779567863,0.1683767387503825,0.00000006879506127083333,-0.000000181514242,Mu,61,Ori,1,28543,,44.21809210742687,,,
28645,28716,41117,2135,,62Chi2Ori,,6.065329,20.138452,552.4862,2.19,-2.81,17.0,4.640,-4.072,B2Iavar,0.236,-8.871117,518.633356,190.215445,-0.00000619,0.00001881,-0.00000108,1.5878994469024215,0.35148228979644,0.000000010617419604166667,-0.000000013623264,Chi-2,62,Ori,1,28645,,3705.1005630192435,,,
28664,28734,41116,2134,,1    Gem,,6.068671,23.263341,47.5511,-2.60,-119.72,20.0,4.160,0.774,G7III,0.835,-0.785331,43.678266,18.780748,0.00000007,0.00002970,-0.00001727,1.5887743077048877,0.40602189633429253,-0.000000012605155694444443,-0.000000580418938,,1,Gem,1,28664,,42.69725940480335,,,
28966,29038,41753,2159,,67Nu  Ori,,6.126201,14.768472,158.2278,4.95,-21.18,24.0,4.420,-1.576,B3IV,-0.164,-5.054138,152.917263,40.334489,-0.00000472,0.00002774,-0.00000945,1.6038357509849255,0.25775845551905124,0.000000023998277187500004,-0.000000102683537,Nu,67,Ori,1,28966,,371.8775833249358,,,
29198,29271,43834,2261,Gl 231,Alp Men,,6.170632,-74.753045,10.1978,121.84,-212.82,34.9,5.080,5.037,G5V,0.714,-0.119802,2.679222,-9.839152,-0.00000598,-0.00000103,-0.00003720,1.6154676175986484,-1.3046867620791476,0.0000005906969883888889,-0.000001031780474,Alp,,Men,1,29198,,0.8417827076608124,,,
29353,29426,42560,2199,,70Xi  Ori,,6.198999,14.208765,186.2197,-1.59,-20.23,24.0,4.450,-1.900,B3IV,-0.180,-9.400594,180.278110,45.708737,-0.00000004,0.00002831,-0.00001168,1.6228940995502967,0.24798973281918876,-0.000000007708537520833334,-0.000000098077807,Xi,70,Ori,1,29353,,501.18723362727246,,,
29578,29651,43232,2227,,5Gam Mon,,6.247592,-6.274776,152.6718,-6.18,-20.06,-5.0,3.990,-1.929,K3III,1.319,-9.829941,151.438427,-16.686522,0.00000500,-0.00000640,-0.00001420,1.6356158788370023,-0.10951550296921,-0.00000002996148545833333,-0.000000097253624,Gam,5,Mon,1,29578,,514.7543199312626,,,
